"","V1","V2","V3","V4","V5","V6","V7"
"35193","chr17",17823823,17823835,"TFAP2C",252,"-",NA
"35194","chr17",17823823,17823835,"TFAP2C",261,"+",NA
"35195","chr17",17823824,17823830,"ZNF354C",276,"+",NA
"35196","chr17",17823824,17823832,"SOX18",187,"+",NA
"35197","chr17",17823826,17823834,"ARNT::HIF1A",251,"-",NA
"35198","chr17",17823826,17823834,"SOX18",178,"-",NA
"35199","chr17",17823826,17823837,"TFAP2E",242,"+",NA
"35200","chr17",17823826,17823837,"TFAP2E",243,"-",NA
"35201","chr17",17823826,17823837,"YY2",410,"+",NA
"35202","chr17",17823826,17823842,"ZIC5",357,"-",NA
"35203","chr17",17823827,17823835,"SOX18",219,"+",NA
"35204","chr17",17823827,17823841,"ZIC1",371,"-",NA
"35205","chr17",17823828,17823837,"RFX7",230,"-",NA
"35206","chr17",17823829,17823840,"TFAP2E",242,"+",NA
"35207","chr17",17823829,17823840,"TFAP2E",243,"-",NA
"35208","chr17",17823829,17823841,"SP9",306,"-",NA
"35209","chr17",17823829,17823841,"TFAP2A(var.2)",322,"-",NA
"35210","chr17",17823829,17823841,"TFAP2B",267,"-",NA
"35211","chr17",17823829,17823841,"TFAP2C",251,"-",NA
"35212","chr17",17823829,17823844,"ZIC4",354,"-",NA
"35213","chr17",17823829,17823845,"ZIC5",389,"-",NA
"35214","chr17",17823830,17823841,"KLF11",306,"-",NA
"35215","chr17",17823830,17823841,"KLF15",418,"-",NA
"35216","chr17",17823830,17823841,"KLF16",346,"-",NA
"35217","chr17",17823830,17823841,"TFAP2E",226,"+",NA
"35218","chr17",17823830,17823841,"TFAP2E",231,"-",NA
"35219","chr17",17823830,17823841,"Zic1::Zic2",287,"+",NA
"35220","chr17",17823830,17823842,"KLF4",318,"-",NA
"35221","chr17",17823830,17823842,"ZNF148",403,"-",NA
"35222","chr17",17823830,17823843,"E2F6",347,"+",NA
"35223","chr17",17823830,17823844,"GLIS2",361,"-",NA
"35224","chr17",17823830,17823844,"ZIC1",368,"-",NA
"35225","chr17",17823830,17823844,"Zfx",350,"+",NA
"35226","chr17",17823831,17823841,"KLF5",308,"-",NA
"35227","chr17",17823831,17823841,"VEZF1",290,"-",NA
"35228","chr17",17823831,17823842,"KLF2",296,"-",NA
"35229","chr17",17823831,17823842,"KLF6",261,"-",NA
"35230","chr17",17823831,17823842,"MAZ",365,"-",NA
"35231","chr17",17823832,17823842,"VEZF1",333,"-",NA
"35232","chr17",17823832,17823843,"TFAP2B(var.2)",285,"-",NA
"35233","chr17",17823832,17823843,"TFAP2E",261,"+",NA
"35234","chr17",17823832,17823843,"TFAP2E",266,"-",NA
"35235","chr17",17823832,17823843,"TFDP1",295,"+",NA
"35236","chr17",17823832,17823844,"CTCFL",318,"+",NA
"35237","chr17",17823832,17823846,"EGR1",348,"-",NA
"35238","chr17",17823833,17823844,"NRF1",271,"-",NA
"35239","chr17",17823834,17823845,"NRF1",272,"+",NA
"35240","chr17",17823835,17823845,"PLAGL2",307,"-",NA
"35241","chr17",17823837,17823850,"ZBTB6",362,"-",NA
"35242","chr17",17823838,17823846,"NR2C2(var.2)",149,"+",NA
"35243","chr17",17823838,17823846,"RHOXF1",184,"-",NA
"35244","chr17",17823838,17823848,"TCFL5",266,"-",NA
"35245","chr17",17823839,17823849,"HES6",312,"+",NA
"35246","chr17",17823839,17823855,"SIX2",408,"-",NA
"35247","chr17",17823840,17823851,"SIX1",339,"-",NA
"35248","chr17",17823841,17823850,"NKX2-8",226,"-",NA
"35249","chr17",17823845,17823853,"NR2C2(var.2)",212,"+",NA
"35250","chr17",17823846,17823856,"KLF5",321,"+",NA
"35251","chr17",17823847,17823858,"TBX20",317,"-",NA
"35252","chr17",17823847,17823863,"ZIC5",354,"+",NA
"35253","chr17",17823848,17823856,"NR2C2(var.2)",262,"-",NA
"35254","chr17",17823848,17823857,"NR2C1",299,"-",NA
"35255","chr17",17823848,17823858,"SREBF1",284,"+",NA
"35256","chr17",17823848,17823858,"SREBF2",299,"-",NA
"35257","chr17",17823848,17823862,"GLIS2",351,"+",NA
"35258","chr17",17823848,17823862,"ZIC1",389,"+",NA
"35259","chr17",17823848,17823863,"ZIC3",417,"+",NA
"35260","chr17",17823848,17823863,"ZIC4",362,"+",NA
"35261","chr17",17823849,17823857,"NR2C2(var.2)",180,"-",NA
"35262","chr17",17823849,17823857,"TBX5",248,"-",NA
"35263","chr17",17823849,17823859,"MZF1(var.2)",273,"-",NA
"35264","chr17",17823850,17823858,"SOX18",233,"+",NA
"35265","chr17",17823850,17823862,"TFAP2A(var.2)",288,"-",NA
"35266","chr17",17823850,17823862,"TFAP2A(var.2)",363,"+",NA
"35267","chr17",17823850,17823862,"TFAP2B",288,"-",NA
"35268","chr17",17823850,17823862,"TFAP2B",337,"+",NA
"35269","chr17",17823850,17823862,"TFAP2C",300,"-",NA
"35270","chr17",17823850,17823862,"TFAP2C",311,"+",NA
"35271","chr17",17823850,17823864,"TFAP2C(var.2)",354,"+",NA
"35272","chr17",17823851,17823862,"TFAP2B(var.2)",321,"-",NA
"35273","chr17",17823851,17823862,"TFAP2B(var.2)",366,"+",NA
"35274","chr17",17823851,17823862,"TFAP2E",367,"-",NA
"35275","chr17",17823851,17823862,"TFAP2E",372,"+",NA
"35276","chr17",17823851,17823862,"Zic1::Zic2",295,"-",NA
"35277","chr17",17823851,17823863,"TFAP2A(var.2)",264,"+",NA
"35278","chr17",17823851,17823864,"TFAP2C(var.3)",304,"+",NA
"35279","chr17",17823851,17823864,"TFAP2C(var.3)",305,"-",NA
"35280","chr17",17823855,17823863,"SOX18",188,"+",NA
"35281","chr17",17823856,17823864,"SOX18",191,"-",NA
"35282","chr17",17823858,17823866,"SOX18",181,"+",NA
"35283","chr17",17823859,17823867,"HOXB6",188,"-",NA
"35284","chr17",17823861,17823872,"NFYA",292,"-",NA
"35285","chr17",17823861,17823872,"NFYC",308,"-",NA
"35286","chr17",17823862,17823870,"BARHL1",249,"+",NA
"35287","chr17",17823862,17823870,"Dux",269,"-",NA
"35288","chr17",17823862,17823871,"NKX6-3",233,"-",NA
"35289","chr17",17823863,17823871,"GSX2",188,"-",NA
"35290","chr17",17823863,17823871,"HOXA4",214,"-",NA
"35291","chr17",17823863,17823871,"MSX1",223,"-",NA
"35292","chr17",17823863,17823871,"NKX6-1",229,"-",NA
"35293","chr17",17823863,17823871,"NKX6-2",216,"-",NA
"35294","chr17",17823863,17823875,"INSM1",349,"+",NA
"35295","chr17",17823864,17823874,"MZF1(var.2)",265,"+",NA
"35296","chr17",17823865,17823876,"RORB",268,"+",NA
"35297","chr17",17823865,17823877,"SP8",326,"-",NA
"35298","chr17",17823865,17823880,"KLF17",369,"-",NA
"35299","chr17",17823867,17823879,"KLF4",353,"-",NA
"35300","chr17",17823867,17823882,"SP1",355,"-",NA
"35301","chr17",17823868,17823876,"NR2C2(var.2)",247,"+",NA
"35302","chr17",17823868,17823878,"KLF5",305,"-",NA
"35303","chr17",17823868,17823879,"KLF10",281,"-",NA
"35304","chr17",17823868,17823879,"KLF11",280,"-",NA
"35305","chr17",17823868,17823879,"KLF16",326,"-",NA
"35306","chr17",17823868,17823880,"KLF4",358,"-",NA
"35307","chr17",17823868,17823882,"ZNF449",415,"-",NA
"35308","chr17",17823869,17823877,"NR2C2(var.2)",189,"+",NA
"35309","chr17",17823869,17823879,"KLF5",294,"-",NA
"35310","chr17",17823869,17823881,"INSM1",316,"+",NA
"35311","chr17",17823870,17823879,"Hic1",255,"-",NA
"35312","chr17",17823870,17823879,"RFX7",223,"+",NA
"35313","chr17",17823870,17823881,"RUNX1",341,"+",NA
"35314","chr17",17823870,17823882,"RUNX3",346,"-",NA
"35315","chr17",17823871,17823882,"RORB",269,"+",NA
"35316","chr17",17823872,17823881,"RUNX2",333,"-",NA
"35317","chr17",17823872,17823891,"Nr1h3::Rxra",429,"-",NA
"35318","chr17",17823873,17823881,"TBX5",250,"+",NA
"35319","chr17",17823873,17823881,"VDR",253,"+",NA
"35320","chr17",17823873,17823882,"NR2C1",236,"+",NA
"35321","chr17",17823874,17823882,"NR2C2(var.2)",295,"+",NA
"35322","chr17",17823874,17823882,"PITX1",245,"-",NA
"35323","chr17",17823874,17823882,"PITX2",256,"-",NA
"35324","chr17",17823874,17823882,"RHOXF1",198,"-",NA
"35325","chr17",17823874,17823883,"PITX3",251,"-",NA
"35326","chr17",17823875,17823885,"HOXA9",236,"-",NA
"35327","chr17",17823875,17823890,"NR1D1",341,"+",NA
"35328","chr17",17823875,17823890,"NR1D2",304,"+",NA
"35329","chr17",17823876,17823885,"RFX7",326,"+",NA
"35330","chr17",17823876,17823886,"HMBOX1",370,"-",NA
"35331","chr17",17823876,17823886,"HOXA6",212,"-",NA
"35332","chr17",17823878,17823891,"OVOL2",324,"-",NA
"35333","chr17",17823881,17823898,"Gmeb1",325,"-",NA
"35334","chr17",17823882,17823892,"ETS2",319,"+",NA
"35335","chr17",17823882,17823893,"ELF5",271,"+",NA
"35336","chr17",17823882,17823894,"HINFP",460,"-",NA
"35337","chr17",17823882,17823899,"Gmeb1",346,"+",NA
"35338","chr17",17823883,17823893,"ELK1",306,"+",NA
"35339","chr17",17823883,17823893,"ELK3",296,"+",NA
"35340","chr17",17823883,17823893,"ERG",306,"+",NA
"35341","chr17",17823883,17823893,"ETS1",272,"+",NA
"35342","chr17",17823883,17823893,"ETV6",293,"+",NA
"35343","chr17",17823883,17823893,"FEV",302,"+",NA
"35344","chr17",17823883,17823893,"FLI1",286,"+",NA
"35345","chr17",17823883,17823893,"HAND2",265,"+",NA
"35346","chr17",17823883,17823893,"NEUROD2",255,"-",NA
"35347","chr17",17823883,17823894,"ELK4",280,"-",NA
"35348","chr17",17823883,17823894,"ETV5",301,"-",NA
"35349","chr17",17823884,17823894,"HIF1A",340,"-",NA
"35350","chr17",17823884,17823895,"NRF1",286,"+",NA
"35351","chr17",17823885,17823892,"MEIS1",182,"+",NA
"35352","chr17",17823885,17823896,"NRF1",286,"-",NA
"35353","chr17",17823886,17823894,"ARNT::HIF1A",271,"+",NA
"35354","chr17",17823886,17823894,"ARNT::HIF1A",271,"-",NA
"35355","chr17",17823886,17823894,"GMEB2",300,"+",NA
"35356","chr17",17823886,17823894,"GMEB2",300,"-",NA
"35357","chr17",17823886,17823896,"HIF1A",340,"+",NA
"35358","chr17",17823886,17823897,"ELK4",281,"+",NA
"35359","chr17",17823886,17823897,"ETV5",306,"+",NA
"35360","chr17",17823886,17823898,"HINFP",451,"+",NA
"35361","chr17",17823887,17823897,"ERG",264,"-",NA
"35362","chr17",17823887,17823897,"ETV6",276,"-",NA
"35363","chr17",17823887,17823897,"FEV",265,"-",NA
"35364","chr17",17823887,17823897,"HAND2",254,"-",NA
"35365","chr17",17823887,17823897,"NEUROD2",251,"+",NA
"35366","chr17",17823887,17823898,"ELF5",295,"-",NA
"35367","chr17",17823887,17823901,"SPIC",365,"-",NA
"35368","chr17",17823888,17823895,"MEIS1",182,"-",NA
"35369","chr17",17823888,17823898,"ETS2",297,"-",NA
"35370","chr17",17823891,17823906,"NR2F1(var.2)",406,"-",NA
"35371","chr17",17823891,17823906,"THRB",391,"-",NA
"35372","chr17",17823891,17823907,"PPARD",373,"-",NA
"35373","chr17",17823892,17823901,"THAP1",214,"+",NA
"35374","chr17",17823892,17823907,"NR2C2",376,"-",NA
"35375","chr17",17823893,17823903,"BARHL2",203,"-",NA
"35376","chr17",17823893,17823903,"GSX1",203,"+",NA
"35377","chr17",17823893,17823903,"HOXB3",208,"+",NA
"35378","chr17",17823894,17823902,"BSX",214,"+",NA
"35379","chr17",17823894,17823902,"GSX2",192,"+",NA
"35380","chr17",17823894,17823902,"HOXA4",181,"+",NA
"35381","chr17",17823894,17823902,"HOXA7",255,"+",NA
"35382","chr17",17823894,17823902,"HOXB4",214,"+",NA
"35383","chr17",17823894,17823902,"HOXB6",192,"-",NA
"35384","chr17",17823894,17823902,"HOXB8",233,"+",NA
"35385","chr17",17823894,17823902,"HOXC4",201,"+",NA
"35386","chr17",17823894,17823902,"HOXD4",208,"+",NA
"35387","chr17",17823894,17823902,"HOXD8",237,"+",NA
"35388","chr17",17823894,17823902,"NKX6-1",239,"+",NA
"35389","chr17",17823894,17823902,"NKX6-2",221,"+",NA
"35390","chr17",17823894,17823903,"NKX6-3",242,"+",NA
"35391","chr17",17823894,17823904,"BARHL2",206,"-",NA
"35392","chr17",17823897,17823903,"Arid3a",228,"-",NA
"35393","chr17",17823897,17823905,"RHOXF1",180,"+",NA
"35394","chr17",17823897,17823906,"PITX3",249,"+",NA
"35395","chr17",17823897,17823907,"GSC2",270,"+",NA
"35396","chr17",17823897,17823907,"HMBOX1",262,"-",NA
"35397","chr17",17823898,17823906,"NR2C2(var.2)",275,"-",NA
"35398","chr17",17823898,17823906,"OTX1",225,"+",NA
"35399","chr17",17823898,17823906,"PITX1",240,"+",NA
"35400","chr17",17823898,17823906,"RHOXF1",200,"+",NA
"35401","chr17",17823898,17823906,"VDR",290,"-",NA
"35402","chr17",17823898,17823909,"Crx",297,"-",NA
"35403","chr17",17823900,17823910,"GCM2",287,"-",NA
"35404","chr17",17823906,17823914,"SOX18",191,"+",NA
"35405","chr17",17823907,17823915,"SOX18",197,"-",NA
"35406","chr17",17823907,17823917,"TBX3",254,"+",NA
"35407","chr17",17823907,17823917,"TBX6",261,"+",NA
"35408","chr17",17823908,17823916,"TBX4",239,"+",NA
"35409","chr17",17823908,17823917,"RFX7",231,"+",NA
"35410","chr17",17823908,17823919,"ZBTB12",293,"-",NA
"35411","chr17",17823909,17823918,"NFIX",359,"+",NA
"35412","chr17",17823909,17823919,"NFIA",278,"+",NA
"35413","chr17",17823910,17823917,"MEIS1",194,"-",NA
"35414","chr17",17823910,17823917,"MEIS1",220,"+",NA
"35415","chr17",17823910,17823918,"MEIS2",259,"+",NA
"35416","chr17",17823910,17823918,"MEIS3",221,"+",NA
"35417","chr17",17823910,17823919,"HIC2",340,"+",NA
"35418","chr17",17823910,17823919,"Hic1",394,"+",NA
"35419","chr17",17823910,17823919,"RFX7",268,"-",NA
"35420","chr17",17823910,17823919,"THAP1",238,"+",NA
"35421","chr17",17823910,17823921,"GCM1",309,"-",NA
"35422","chr17",17823913,17823921,"SOX18",242,"-",NA
"35423","chr17",17823914,17823926,"HINFP",383,"+",NA
"35424","chr17",17823914,17823926,"OSR2",300,"-",NA
"35425","chr17",17823914,17823926,"TCF21(var.2)",263,"-",NA
"35426","chr17",17823914,17823926,"TCF21(var.2)",290,"+",NA
"35427","chr17",17823915,17823925,"ASCL1",237,"-",NA
"35428","chr17",17823915,17823925,"ASCL1",253,"+",NA
"35429","chr17",17823915,17823925,"ATOH7",330,"+",NA
"35430","chr17",17823915,17823925,"BHLHA15(var.2)",256,"+",NA
"35431","chr17",17823915,17823925,"HAND2",344,"-",NA
"35432","chr17",17823915,17823925,"NEUROD2",213,"-",NA
"35433","chr17",17823915,17823925,"NEUROD2",267,"+",NA
"35434","chr17",17823916,17823923,"MEIS1",200,"-",NA
"35435","chr17",17823917,17823927,"Hand1::Tcf3",268,"+",NA
"35436","chr17",17823917,17823930,"ZFP57",284,"+",NA
"35437","chr17",17823919,17823928,"NFIX",208,"-",NA
"35438","chr17",17823920,17823927,"MEIS1",193,"+",NA
"35439","chr17",17823923,17823931,"SOX18",208,"-",NA
"35440","chr17",17823923,17823942,"Nr1h3::Rxra",704,"-",NA
"35441","chr17",17823924,17823932,"VDR",239,"+",NA
"35442","chr17",17823924,17823933,"NR2C1",242,"+",NA
"35443","chr17",17823925,17823933,"NR2C2(var.2)",295,"+",NA
"35444","chr17",17823925,17823933,"PITX1",245,"-",NA
"35445","chr17",17823925,17823933,"PITX2",256,"-",NA
"35446","chr17",17823925,17823933,"RHOXF1",198,"-",NA
"35447","chr17",17823925,17823934,"PITX3",251,"-",NA
"35448","chr17",17823925,17823936,"Spz1",304,"+",NA
"35449","chr17",17823926,17823936,"HOXA9",201,"-",NA
"35450","chr17",17823926,17823937,"HOXD13",378,"-",NA
"35451","chr17",17823927,17823935,"Pax2",204,"+",NA
"35452","chr17",17823927,17823936,"RFX7",287,"+",NA
"35453","chr17",17823927,17823937,"HMBOX1",241,"-",NA
"35454","chr17",17823928,17823936,"BARHL1",195,"+",NA
"35455","chr17",17823928,17823937,"NKX6-3",242,"-",NA
"35456","chr17",17823928,17823938,"EVX2",202,"-",NA
"35457","chr17",17823928,17823938,"HOXB7",273,"-",NA
"35458","chr17",17823929,17823937,"GSX2",192,"-",NA
"35459","chr17",17823929,17823937,"HOXA4",216,"-",NA
"35460","chr17",17823929,17823937,"HOXB4",214,"-",NA
"35461","chr17",17823929,17823937,"HOXB6",192,"+",NA
"35462","chr17",17823929,17823937,"HOXB8",233,"-",NA
"35463","chr17",17823929,17823937,"HOXC4",201,"-",NA
"35464","chr17",17823929,17823937,"HOXC8",200,"-",NA
"35465","chr17",17823929,17823937,"HOXD4",207,"-",NA
"35466","chr17",17823929,17823937,"HOXD8",237,"-",NA
"35467","chr17",17823930,17823939,"THAP1",335,"-",NA
"35468","chr17",17823931,17823940,"NFIX",259,"-",NA
"35469","chr17",17823932,17823939,"MEIS1",184,"-",NA
"35470","chr17",17823933,17823942,"RUNX2",339,"-",NA
"35471","chr17",17823934,17823943,"HIC2",226,"-",NA
"35472","chr17",17823934,17823943,"NR2C1",309,"+",NA
"35473","chr17",17823935,17823943,"MEIS2",268,"-",NA
"35474","chr17",17823935,17823943,"NR2C2(var.2)",256,"+",NA
"35475","chr17",17823935,17823943,"NR4A2",279,"+",NA
"35476","chr17",17823935,17823946,"NR1H4",364,"-",NA
"35477","chr17",17823935,17823950,"NR1H4::RXRA",379,"-",NA
"35478","chr17",17823935,17823950,"NR1H4::RXRA",456,"+",NA
"35479","chr17",17823935,17823950,"NR2F1(var.3)",416,"+",NA
"35480","chr17",17823935,17823950,"NR2F1(var.3)",450,"-",NA
"35481","chr17",17823935,17823950,"NR2F6(var.3)",434,"-",NA
"35482","chr17",17823935,17823950,"NR2F6(var.3)",444,"+",NA
"35483","chr17",17823935,17823950,"NR4A2::RXRA",409,"+",NA
"35484","chr17",17823935,17823950,"NR4A2::RXRA",442,"-",NA
"35485","chr17",17823937,17823945,"Pax2",320,"+",NA
"35486","chr17",17823937,17823948,"NFYA",297,"-",NA
"35487","chr17",17823937,17823948,"NFYC",299,"-",NA
"35488","chr17",17823938,17823946,"GSX2",225,"+",NA
"35489","chr17",17823938,17823946,"SOX18",213,"+",NA
"35490","chr17",17823938,17823948,"HOXB7",253,"-",NA
"35491","chr17",17823938,17823950,"NFYB",373,"+",NA
"35492","chr17",17823939,17823947,"HOXC8",185,"-",NA
"35493","chr17",17823941,17823950,"NFIX",261,"-",NA
"35494","chr17",17823941,17823956,"Nr5a2",372,"-",NA
"35495","chr17",17823942,17823950,"NR2C2(var.2)",161,"-",NA
"35496","chr17",17823942,17823951,"NR2C1",213,"-",NA
"35497","chr17",17823942,17823952,"PLAGL2",324,"+",NA
"35498","chr17",17823942,17823953,"NR5A1",275,"-",NA
"35499","chr17",17823943,17823952,"THAP1",283,"+",NA
"35500","chr17",17823943,17823954,"Nkx2-5(var.2)",291,"+",NA
"35501","chr17",17823944,17823954,"EN2",213,"+",NA
"35502","chr17",17823944,17823956,"TFAP2A(var.2)",240,"+",NA
"35503","chr17",17823945,17823954,"NKX2-8",195,"+",NA
"35504","chr17",17823946,17823960,"ZKSCAN5",422,"-",NA
"35505","chr17",17823947,17823958,"Tcf12",286,"-",NA
"35506","chr17",17823948,17823958,"BHLHE22(var.2)",251,"-",NA
"35507","chr17",17823948,17823958,"BHLHE22(var.2)",253,"+",NA
"35508","chr17",17823949,17823966,"SP2",552,"+",NA
"35509","chr17",17823950,17823958,"RHOXF1",195,"-",NA
"35510","chr17",17823950,17823965,"SP1",358,"+",NA
"35511","chr17",17823950,17823967,"SP4",409,"+",NA
"35512","chr17",17823951,17823961,"OSR1",272,"+",NA
"35513","chr17",17823951,17823962,"TFDP1",420,"-",NA
"35514","chr17",17823951,17823964,"E2F6",479,"-",NA
"35515","chr17",17823952,17823961,"THAP1",213,"+",NA
"35516","chr17",17823952,17823962,"ETS2",254,"-",NA
"35517","chr17",17823952,17823962,"TCFL5",237,"+",NA
"35518","chr17",17823952,17823963,"KLF2",332,"+",NA
"35519","chr17",17823952,17823963,"KLF6",325,"+",NA
"35520","chr17",17823952,17823963,"NRF1",259,"+",NA
"35521","chr17",17823952,17823964,"KLF4",344,"+",NA
"35522","chr17",17823952,17823964,"ZNF148",362,"+",NA
"35523","chr17",17823952,17823965,"SP3",400,"+",NA
"35524","chr17",17823952,17823966,"KLF14",439,"+",NA
"35525","chr17",17823953,17823963,"KLF5",400,"+",NA
"35526","chr17",17823953,17823963,"TBX3",238,"-",NA
"35527","chr17",17823953,17823964,"KLF10",344,"+",NA
"35528","chr17",17823953,17823964,"KLF11",430,"+",NA
"35529","chr17",17823953,17823964,"KLF15",526,"+",NA
"35530","chr17",17823953,17823964,"KLF16",423,"+",NA
"35531","chr17",17823953,17823965,"SP8",382,"+",NA
"35532","chr17",17823953,17823965,"SP9",449,"+",NA
"35533","chr17",17823954,17823965,"KLF2",305,"+",NA
"35534","chr17",17823954,17823965,"KLF3",284,"+",NA
"35535","chr17",17823954,17823968,"EGR1",356,"+",NA
"35536","chr17",17823954,17823968,"Wt1",346,"+",NA
"35537","chr17",17823955,17823965,"VEZF1",293,"+",NA
"35538","chr17",17823955,17823970,"CENPB",315,"+",NA
"35539","chr17",17823956,17823964,"NR2C2(var.2)",219,"-",NA
"35540","chr17",17823956,17823965,"NR2C1",248,"-",NA
"35541","chr17",17823956,17823965,"THAP1",248,"+",NA
"35542","chr17",17823956,17823966,"PLAGL2",302,"+",NA
"35543","chr17",17823956,17823966,"VEZF1",318,"+",NA
"35544","chr17",17823956,17823968,"CTCFL",492,"-",NA
"35545","chr17",17823957,17823967,"MZF1(var.2)",270,"-",NA
"35546","chr17",17823957,17823967,"VEZF1",281,"+",NA
"35547","chr17",17823958,17823966,"NR2C2(var.2)",178,"-",NA
"35548","chr17",17823958,17823968,"VEZF1",322,"+",NA
"35549","chr17",17823958,17823969,"MAZ",305,"+",NA
"35550","chr17",17823959,17823969,"VEZF1",291,"+",NA
"35551","chr17",17823960,17823969,"NKX2-8",207,"+",NA
"35552","chr17",17823960,17823970,"HLTF",214,"+",NA
"35553","chr17",17823961,17823971,"ETV4",281,"-",NA
"35554","chr17",17823961,17823971,"SOX4",290,"-",NA
"35555","chr17",17823961,17823972,"SOX10",287,"-",NA
"35556","chr17",17823963,17823973,"GSX1",257,"+",NA
"35557","chr17",17823963,17823973,"HMBOX1",253,"+",NA
"35558","chr17",17823963,17823973,"HOXA6",214,"+",NA
"35559","chr17",17823963,17823973,"HOXB3",224,"+",NA
"35560","chr17",17823963,17823974,"HOXC11",279,"+",NA
"35561","chr17",17823963,17823974,"HOXC13",327,"+",NA
"35562","chr17",17823963,17823974,"HOXD12",290,"+",NA
"35563","chr17",17823963,17823975,"Hoxa11",283,"+",NA
"35564","chr17",17823964,17823972,"BARX1",213,"+",NA
"35565","chr17",17823964,17823972,"BSX",243,"+",NA
"35566","chr17",17823964,17823972,"HOXA4",242,"+",NA
"35567","chr17",17823964,17823972,"HOXB4",278,"+",NA
"35568","chr17",17823964,17823972,"HOXB6",215,"-",NA
"35569","chr17",17823964,17823972,"HOXC4",279,"+",NA
"35570","chr17",17823964,17823972,"HOXD4",272,"+",NA
"35571","chr17",17823964,17823972,"LBX1",243,"-",NA
"35572","chr17",17823964,17823972,"NKX6-1",228,"+",NA
"35573","chr17",17823964,17823974,"BARHL2",293,"-",NA
"35574","chr17",17823964,17823974,"HOXA9",271,"+",NA
"35575","chr17",17823964,17823974,"HOXB9",311,"+",NA
"35576","chr17",17823964,17823974,"HOXC10",283,"+",NA
"35577","chr17",17823964,17823974,"HOXC9",306,"+",NA
"35578","chr17",17823964,17823974,"HOXD11",291,"+",NA
"35579","chr17",17823965,17823973,"BARHL1",284,"-",NA
"35580","chr17",17823965,17823980,"THRB",320,"+",NA
"35581","chr17",17823967,17823973,"Arid3a",228,"+",NA
"35582","chr17",17823967,17823976,"NKX6-3",242,"-",NA
"35583","chr17",17823967,17823977,"BARHL2",261,"+",NA
"35584","chr17",17823967,17823977,"GSX1",223,"-",NA
"35585","chr17",17823967,17823977,"HOXB3",225,"-",NA
"35586","chr17",17823967,17823979,"RORC",305,"+",NA
"35587","chr17",17823968,17823976,"BSX",225,"-",NA
"35588","chr17",17823968,17823976,"GSX2",188,"-",NA
"35589","chr17",17823968,17823976,"HOXA7",232,"-",NA
"35590","chr17",17823968,17823976,"NKX6-1",237,"-",NA
"35591","chr17",17823968,17823976,"NKX6-2",227,"-",NA
"35592","chr17",17823968,17823977,"NKX2-8",235,"-",NA
"35593","chr17",17823968,17823977,"VENTX",270,"-",NA
"35594","chr17",17823968,17823978,"HLTF",206,"-",NA
"35595","chr17",17823969,17823979,"RORA",384,"+",NA
"35596","chr17",17823969,17823980,"RORB",305,"+",NA
"35597","chr17",17823969,17823981,"NR4A1",368,"+",NA
"35598","chr17",17823969,17823981,"ZNF652",433,"+",NA
"35599","chr17",17823970,17823981,"NR2F2",395,"+",NA
"35600","chr17",17823970,17823981,"TBX2",279,"+",NA
"35601","chr17",17823970,17823983,"NR2F1",417,"+",NA
"35602","chr17",17823971,17823979,"VDR",263,"+",NA
"35603","chr17",17823971,17823980,"NR1I3",260,"-",NA
"35604","chr17",17823971,17823980,"NR2C1",376,"+",NA
"35605","chr17",17823971,17823980,"Nr2e1",327,"+",NA
"35606","chr17",17823971,17823985,"TCF7L2",322,"+",NA
"35607","chr17",17823972,17823980,"NR2C2(var.2)",381,"+",NA
"35608","chr17",17823972,17823980,"NR4A2",310,"+",NA
"35609","chr17",17823972,17823980,"RHOXF1",199,"-",NA
"35610","chr17",17823972,17823983,"Spz1",368,"+",NA
"35611","chr17",17823973,17823983,"Sox3",283,"-",NA
"35612","chr17",17823973,17823983,"Sox6",283,"-",NA
"35613","chr17",17823973,17823984,"SOX10",283,"+",NA
"35614","chr17",17823973,17823984,"TCF7",372,"-",NA
"35615","chr17",17823974,17823984,"SOX4",264,"+",NA
"35616","chr17",17823976,17823988,"ZNF317",372,"+",NA
"35617","chr17",17823978,17823989,"Gfi1b",334,"+",NA
"35618","chr17",17823978,17823989,"RUNX1",269,"-",NA
"35619","chr17",17823979,17823990,"STAT3",238,"+",NA
"35620","chr17",17823981,17823997,"ZNF274",419,"-",NA
"35621","chr17",17823983,17823993,"HLTF",216,"-",NA
"35622","chr17",17823984,17823999,"Prdm15",390,"+",NA
"35623","chr17",17823988,17823996,"Pax2",225,"+",NA
"35624","chr17",17823989,17823997,"HOXC8",186,"-",NA
"35625","chr17",17823990,17824000,"KLF5",243,"+",NA
"35626","chr17",17823991,17824000,"NFIX",271,"-",NA
"35627","chr17",17823991,17824004,"Plagl1",349,"-",NA
"35628","chr17",17823991,17824005,"ZNF449",342,"+",NA
"35629","chr17",17823992,17824000,"NR2C2(var.2)",147,"-",NA
"35630","chr17",17823992,17824001,"NFIX",216,"+",NA
"35631","chr17",17823992,17824002,"CEBPB",312,"+",NA
"35632","chr17",17823992,17824002,"CEBPE",315,"+",NA
"35633","chr17",17823992,17824002,"CEBPG",298,"+",NA
"35634","chr17",17823993,17824001,"RHOXF1",182,"-",NA
"35635","chr17",17823996,17824004,"SOX18",208,"+",NA
"35636","chr17",17823996,17824007,"KLF6",262,"+",NA
"35637","chr17",17823997,17824005,"NR2C2(var.2)",169,"-",NA
"35638","chr17",17823997,17824007,"TBX3",240,"-",NA
"35639","chr17",17823999,17824009,"SREBF1",284,"+",NA
